id,gender_x,masterCategory_x,subCategory_x,articleType_x,baseColour_x,season_x,year_x,usage_x,productDisplayName_x,Unnamed: 0,gender_y,masterCategory_y,subCategory_y,articleType_y,baseColour_y,season_y,year_y,usage_y,productDisplayName_y,price,url
58966,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,Colour Me Women Pink Perfume,18972,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,Colour Me Women Pink Perfume,1213.9,http://assets.myntassets.com/v1/images/style/properties/Colour-me-Women-100-ml-Pink-Perfume_a441e10a57457f763ba8d8c421380dd7_images.jpg
59615,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Green Collection for Wedding Sari,18988,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Green Collection for Wedding Sari,2622.9,http://assets.myntassets.com/v1/images/style/properties/FNF-Green-Collection-for-Wedding-Sari_33dc2c045b5d541967d6c94012eafbe9_images.jpg
2894,Women,Footwear,Shoes,Heels,Multi,Winter,2015,Casual,Catwalk Women Ethnic Flat Multi Color Flats,19007,Women,Footwear,Shoes,Heels,Multi,Winter,2015,Casual,Catwalk Women Ethnic Flat Multi Color Flats,2513.95,http://assets.myntassets.com/v1/images/style/properties/8b44911d694f7f00fe6bce3fb404f5df_images.jpg
53579,Men,Free Items,Free Gifts,Free Gifts,Blue,Winter,2016,Casual,Q&Q Men Blue Dial Watch,19015,Men,Free Items,Free Gifts,Free Gifts,Blue,Winter,2016,Casual,Q&Q Men Blue Dial Watch,1319.49,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Blue-Dial-Watch_c18fb03cec610fdac010be322b0fe099_images.jpg
12149,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011,Ethnic,Aurelia Women Printed Blue Kurtis,19020,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011,Ethnic,Aurelia Women Printed Blue Kurtis,2459.5,http://assets.myntassets.com/v1/images/style/properties/a3956dfc7ee551a377634ecb9aeddb0d_images.jpg
47945,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Murcia Women Red Handbag,19026,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Murcia Women Red Handbag,1445.75,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Red-Handbag_2fd3489ecf979f77a3b2008da4b8ef1e_images.jpg
15962,Men,Apparel,Topwear,Jackets,Khaki,Fall,2011,Casual,Turtle Solid Men Khaki Jacket,19039,Men,Apparel,Topwear,Jackets,Khaki,Fall,2011,Casual,Turtle Solid Men Khaki Jacket,2472,http://assets.myntassets.com/v1/images/style/properties/e1992fa048f251411eb0c5150ad376b6_images.jpg
55448,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual,Revlon Latino Kiss Lipcolor 19,19069,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual,Revlon Latino Kiss Lipcolor 19,2259.9,http://assets.myntassets.com/v1/images/style/properties/Revlon-Plum-Sexxxy-Latino-Kiss-Lipcolor-19_7a005089b5f952b4d2462c1a4b439ce2_images.jpg
14844,Men,Accessories,Wallets,Wallets,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Wallets,19080,Men,Accessories,Wallets,Wallets,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Wallets,495.25,http://assets.myntassets.com/v1/images/style/properties/9fb8b384c0a1c5bd371ea96668cc1b59_images.jpg
5877,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2011,Casual,Converse Unisex Skull Print Ox Red Shoe,19099,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2011,Casual,Converse Unisex Skull Print Ox Red Shoe,1795.95,http://assets.myntassets.com/v1/images/style/properties/e6c27b1a316aaee5b556277f75bfb36e_images.jpg
52807,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,JAG Men Chocolate Brown Leather Wallet,19107,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,JAG Men Chocolate Brown Leather Wallet,550.99,http://assets.myntassets.com/v1/images/style/properties/2298eb00d89a1a8d16a12b2ee74d3295_images.jpg
19131,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,2011,Casual,Lotto Men Sign Grey Slippers,19108,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,2011,Casual,Lotto Men Sign Grey Slippers,1342.99,http://assets.myntassets.com/v1/images/style/properties/d39505bed925f20d2cc7ec9e7dca50ee_images.jpg
32582,Women,Apparel,Dress,Dresses,Yellow,Summer,2012,Casual,ONLY Women Yellow Dotted Print Dress,19137,Women,Apparel,Dress,Dresses,Yellow,Summer,2012,Casual,ONLY Women Yellow Dotted Print Dress,2235.99,http://assets.myntassets.com/v1/images/style/properties/28e9194216d23fd3fe195cd4089e00cd_images.jpg
45272,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO Men Black Digital Watch I071,19224,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO Men Black Digital Watch I071,2991.95,http://assets.myntassets.com/v1/images/style/properties/0519aa45f57630abf1a30ed3c69b4d1c_images.jpg
43185,Men,Accessories,Watches,Watches,Metallic,Winter,2016,Casual,Fastrack Men Gunmetal-Toned Dial Watch N9333PP02,19234,Men,Accessories,Watches,Watches,Metallic,Winter,2016,Casual,Fastrack Men Gunmetal-Toned Dial Watch N9333PP02,1515.99,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-Gunmetal-Toned-Dial-Watch_268fb89908ef913f62460552cdd178ed_images.jpg
1615,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010,Casual,Reebok Men Navy Blue Polo T-shirt,19269,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010,Casual,Reebok Men Navy Blue Polo T-shirt,705.5,http://assets.myntassets.com/v1/images/style/properties/f50dc15028531ba4e74380c07b21ad1c_images.jpg
45424,Women,Footwear,Shoes,Flats,White,Winter,2012,Casual,Rocia Women White Sandals,19287,Women,Footwear,Shoes,Flats,White,Winter,2012,Casual,Rocia Women White Sandals,1615.99,http://assets.myntassets.com/v1/images/style/properties/a4c2de3048e597a31a1e5a3aa4f65287_images.jpg
53541,Women,Apparel,Innerwear,Briefs,White,Summer,2018,Casual,Amante Women Pack of 2 Bikini Briefs PFFL03,19291,Women,Apparel,Innerwear,Briefs,White,Summer,2018,Casual,Amante Women Pack of 2 Bikini Briefs PFFL03,928.49,http://assets.myntassets.com/v1/image/style/properties/53541/Amante-Pack-of-2-Briefs_1_75aae0b4980265d26326bf6e7c42d2dd.jpg
53773,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Black T-shirt,19306,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Black T-shirt,1029.85,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-Polo-T-shirt_2af5d01519294d6e613ffb912bda54f6_images.jpg
58734,Men,Apparel,Topwear,Tshirts,Red,Fall,2012,Sports,PUMA Men Red Printed T-shirt,19357,Men,Apparel,Topwear,Tshirts,Red,Fall,2012,Sports,PUMA Men Red Printed T-shirt,2648.49,http://assets.myntassets.com/v1/image/style/properties/58734/PUMA-Men-Red-Printed-T-shirt_1_a6dacbea856341c01acf0a07d2003957.jpg
7985,Unisex,Footwear,Sandal,Sandals,Green,Fall,2011,Casual,Fila Unisex Glory Olive Lemon Yellow Floater,19425,Unisex,Footwear,Sandal,Sandals,Green,Fall,2011,Casual,Fila Unisex Glory Olive Lemon Yellow Floater,487.75,http://assets.myntassets.com/v1/images/style/properties/4d6cc87bb52f443f6c89cf3f3298f45b_images.jpg
17058,Women,Accessories,Belts,Belts,Black,Winter,2015,Casual,Lino Perros Women Graphic Black Belt,19444,Women,Accessories,Belts,Belts,Black,Winter,2015,Casual,Lino Perros Women Graphic Black Belt,1828.5,http://assets.myntassets.com/v1/images/style/properties/525e51e14a17697c2a21453277abf517_images.jpg
1649,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012,Casual,Newfeel Unisex Comfy Cool Blue Shoe,19470,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012,Casual,Newfeel Unisex Comfy Cool Blue Shoe,2415.9,http://assets.myntassets.com/v1/images/style/properties/28bce4f7569c853f0c6dffe6e93c6981_images.jpg
42837,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,French Connection Women Black Kite Handbag,19487,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,French Connection Women Black Kite Handbag,1443.95,http://assets.myntassets.com/v1/images/style/properties/706bbcdb78b19e9f0972d43dc600e02e_images.jpg
52299,Men,Apparel,Innerwear,Boxers,Red,Summer,2016,Casual,Crusoe Men Red Printed Get Away Boxers R09,19489,Men,Apparel,Innerwear,Boxers,Red,Summer,2016,Casual,Crusoe Men Red Printed Get Away Boxers R09,2154,http://assets.myntassets.com/v1/images/style/properties/Crusoe-Men-Red-Printed-Get-Away-Boxers-R09_883d923b841c99625b1e7f5ab19167cb_images.jpg
37058,Women,Accessories,Belts,Belts,Red,Summer,2012,Casual,Lino Perros Women Red Belt,19512,Women,Accessories,Belts,Belts,Red,Summer,2012,Casual,Lino Perros Women Red Belt,2096.99,http://assets.myntassets.com/v1/images/style/properties/03037de01c83099be71e12552b3124d5_images.jpg
6498,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,ADIDAS Men Blue T-shirt,19577,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,ADIDAS Men Blue T-shirt,1031.9,http://assets.myntassets.com/v1/images/style/properties/3ab044c61de03bf1826c848c0290f726_images.jpg
2497,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010,Casual,Numero Uno Men's Casual Black Shoes,19606,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010,Casual,Numero Uno Men's Casual Black Shoes,201,http://assets.myntassets.com/v1/images/style/properties/077d5194e86652b8f1db41da0b93c92b_images.jpg
56050,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Colorbar Innocently Brown Full Finish Longwear Lipstick 01,19621,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Colorbar Innocently Brown Full Finish Longwear Lipstick 01,2219.9,http://assets.myntassets.com/assets/images/56050/2019/1/11/49c417f8-05e8-4595-b262-fe63256dd71b1547191250463-Colorbar-Innocently-Brown-Full-Finish-Longwear-Lipstick-01-6-1.jpg
4304,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Tantra Kid's Unisex Math Pink Kidswear,19695,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Tantra Kid's Unisex Math Pink Kidswear,1009.75,http://assets.myntassets.com/v1/images/style/properties/2f07a7f47ce096bff0475921c49838ca_images.jpg
15753,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,Facit Men Square Neck Grey Innerwear Vest,19697,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,Facit Men Square Neck Grey Innerwear Vest,1917.95,http://assets.myntassets.com/v1/images/style/properties/31078adead8d4719f17225e28f1b19c2_images.jpg
7111,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,Wildcraft Unisex Black Backpack,19761,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,Wildcraft Unisex Black Backpack,494.49,http://assets.myntassets.com/v1/images/style/properties/9ac5c44382e08a27bf339718b5ea7590_images.jpg
16774,Unisex,Accessories,Watches,Watches,White,Winter,2016,Casual,ADIDAS Originals Unisex White Dial Watch ADH2127,19804,Unisex,Accessories,Watches,Watches,White,Winter,2016,Casual,ADIDAS Originals Unisex White Dial Watch ADH2127,1567.95,http://assets.myntassets.com/v1/images/style/properties/b40655a4106a809ba8ff2a9957f1d48c_images.jpg
57718,Women,Personal Care,Lips,Lip Gloss,Gold,Spring,2017,Casual,Lotus Herbals Seduction Golden Mango Lip Gloss 39,19822,Women,Personal Care,Lips,Lip Gloss,Gold,Spring,2017,Casual,Lotus Herbals Seduction Golden Mango Lip Gloss 39,688.95,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Seduction-Golden-Mango-Lip-Gloss-39_cbfa47f7aea41a17c09a3d9f4dc6f407_images.jpg
33853,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Puma Men Bolt Hawthorne Hex Grey Shoes,19828,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Puma Men Bolt Hawthorne Hex Grey Shoes,2708,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Bolt-Hawthorne-Hex-Grey-Shoes_5166dc11f2bed1c97517ce1d8a905d12_images.jpg
9047,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Men Agora Lea Black Sports Shoes,19886,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Men Agora Lea Black Sports Shoes,2849.49,http://assets.myntassets.com/v1/images/style/properties/9638f97434a0279d70f941995dd3dec7_images.jpg
4932,Women,Apparel,Dress,Dresses,Blue,Summer,2011,Casual,Gini and Jony Girl's Valerie Blue White Infant Kidswear,19927,Women,Apparel,Dress,Dresses,Blue,Summer,2011,Casual,Gini and Jony Girl's Valerie Blue White Infant Kidswear,990.25,http://assets.myntassets.com/v1/images/style/properties/9bf200396c228a976b097863b783da1b_images.jpg
50354,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Aurelia Women Purple Kurta,19985,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Aurelia Women Purple Kurta,2384.25,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Purple-Kurta_5d29887ee0063edd6971b4ab384ffa51_images.jpg
41828,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Skechers Women Black Shoes,19992,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Skechers Women Black Shoes,448.99,http://assets.myntassets.com/v1/images/style/properties/ad17ce829d6cd19420009641e2a52487_images.jpg
58905,Men,Accessories,Ties,Ties,Maroon,Summer,2012,Casual,Hakashi Men Maroon Silk Tie,20000,Men,Accessories,Ties,Ties,Maroon,Summer,2012,Casual,Hakashi Men Maroon Silk Tie,137.75,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Maroon-Tie_245e4cd132f99cba96936e9bc0fa9e68_images.jpg
20447,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,United Colors of Benetton Men Casual Grey Shoes,20023,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,United Colors of Benetton Men Casual Grey Shoes,1433.49,http://assets.myntassets.com/v1/images/style/properties/3a953bf18691925c803962f76a949b6e_images.jpg
22122,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011,Formal,Provogue Men Black Formal Shoes,20050,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011,Formal,Provogue Men Black Formal Shoes,174.75,http://assets.myntassets.com/v1/images/style/properties/1e89587d23f22604cd8bc237720b42b9_images.jpg
30621,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Speed Black T-shirt,20053,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Speed Black T-shirt,869.85,http://assets.myntassets.com/v1/images/style/properties/85a9909db0a2debb7e390053ad62c7ee_images.jpg
10226,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Rubena Black Handbags,20073,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Rubena Black Handbags,157.9,http://assets.myntassets.com/v1/images/style/properties/7c46ea1fd95794b0fb7bfc4037397bda_images.jpg
45216,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,CASIO Enticer Women White Dial Analogue Watch,20076,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,CASIO Enticer Women White Dial Analogue Watch,368.99,http://assets.myntassets.com/v1/images/style/properties/Casio-Women-White-Dial-Watch_ac467b5274405bee17877f28bb0d5888_images.jpg
33296,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Arrow Sport Men Check Navy Blue Slim Fit Shirt,20086,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Arrow Sport Men Check Navy Blue Slim Fit Shirt,1940.25,http://assets.myntassets.com/v1/images/style/properties/4e77f293e0248ce38c0faa960c965ffb_images.jpg
54156,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012,Casual,Femella Golden Necklace,20090,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012,Casual,Femella Golden Necklace,2352.85,http://assets.myntassets.com/v1/images/style/properties/Femella-Golden-Necklace_df6681d0fc661ef32002c66e48f3ce13_images.jpg
48509,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,French Connection Women Mauve & Cream Striped Top,20091,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,French Connection Women Mauve & Cream Striped Top,2572.9,http://assets.myntassets.com/v1/images/style/properties/316a81c13ab278fbe1293f7e3b30e634_images.jpg
49883,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Q&Q Women White Dial Analog Watch,20124,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Q&Q Women White Dial Analog Watch,2997.9,http://assets.myntassets.com/v1/images/style/properties/1ce420b222910074588f87ad1a81287c_images.jpg
56896,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Heels,20170,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Heels,2663,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_b85dc2f41c5fdfebec15edc119529500_images.jpg
51881,Women,Accessories,Wallets,Wallets,Grey,Summer,2016,Casual,Nyk Women Grey Wallet,20185,Women,Accessories,Wallets,Wallets,Grey,Summer,2016,Casual,Nyk Women Grey Wallet,2070.9,http://assets.myntassets.com/v1/images/style/properties/a03db6f23b64c03b787bc49478283c55_images.jpg
13698,Unisex,Accessories,Bags,Backpacks,Navy Blue,Fall,2011,Casual,Puma Unisex White  Snova Sequence 4M Backpack,20231,Unisex,Accessories,Bags,Backpacks,Navy Blue,Fall,2011,Casual,Puma Unisex White  Snova Sequence 4M Backpack,2853.75,http://assets.myntassets.com/v1/images/style/properties/d87e1b62a00f9e593fda91a3421a91ef_images.jpg
6805,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011,Casual,Timberland Men Driver Venetian Blue Shoe,20258,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011,Casual,Timberland Men Driver Venetian Blue Shoe,1457.75,http://assets.myntassets.com/v1/images/style/properties/c72a6e0f4cdc69799665e3ac648d7b02_images.jpg
1812,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,Solognac Men Green T-shirt,20273,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,Solognac Men Green T-shirt,696.85,http://assets.myntassets.com/v1/images/style/properties/84f9f49ddc0929cba1f5748361e1e54a_images.jpg
38213,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Polaroid Men Sunglasses,20277,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Polaroid Men Sunglasses,1412.49,http://assets.myntassets.com/v1/images/style/properties/c459d9ba705cfab3d4d81bb8e310b6c9_images.jpg
26927,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Jealous 21 Women Black Dress,20290,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Jealous 21 Women Black Dress,503.99,http://assets.myntassets.com/v1/images/style/properties/31807d31f27c4ea35362d03064e65824_images.jpg
44134,Men,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017,Casual,DKNY Men 50 ml Perfume,20292,Men,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017,Casual,DKNY Men 50 ml Perfume,2591.75,http://assets.myntassets.com/v1/images/style/properties/DKNY-Men-50-ml-Perfume_c3e2c26f714279863c0761a566c1892d_images.jpg
6496,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Men's Mesh Black T-shirt,20314,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Men's Mesh Black T-shirt,2956.95,http://assets.myntassets.com/v1/images/style/properties/2def6cea7b17cfd8d495f5c2c9adeb7e_images.jpg
19369,Men,Footwear,Shoes,Casual Shoes,Blue,Winter,2018,Casual,Redtape Men Stone Wall Blue Casual Shoes,20318,Men,Footwear,Shoes,Casual Shoes,Blue,Winter,2018,Casual,Redtape Men Stone Wall Blue Casual Shoes,877,http://assets.myntassets.com/v1/images/style/properties/8f22aa3819bb832f8789988810abc048_images.jpg
33254,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Gini and Jony Boys Red T-shirt,20336,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Gini and Jony Boys Red T-shirt,2593.75,http://assets.myntassets.com/v1/images/style/properties/9d5f8f4dac8cf2230080359bded831c1_images.jpg
46809,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Nike Women Pink T-shirt,20346,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Nike Women Pink T-shirt,773.5,http://assets.myntassets.com/v1/images/style/properties/3b9226909f1507b8ec84d335076b8f20_images.jpg
30287,Men,Accessories,Eyewear,Sunglasses,Black,Summer,2017,Casual,Speedo Men Sheet Sunglasses,20380,Men,Accessories,Eyewear,Sunglasses,Black,Summer,2017,Casual,Speedo Men Sheet Sunglasses,1876.75,http://assets.myntassets.com/v1/images/style/properties/01272057e966ce0023039d01fe290cfe_images.jpg
28882,Women,Apparel,Innerwear,Briefs,Skin,Summer,2014,Casual,Enamor Women Beige Mid-Rise Bikini Brief,20391,Women,Apparel,Innerwear,Briefs,Skin,Summer,2014,Casual,Enamor Women Beige Mid-Rise Bikini Brief,850,http://assets.myntassets.com/v1/images/style/properties/2b10b8eed0431eefad996aac355ae5aa_images.jpg
56061,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017,Casual,Colorbar Extra Durable Chic Lip Color 006,20427,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017,Casual,Colorbar Extra Durable Chic Lip Color 006,1405.99,http://assets.myntassets.com/v1/images/style/properties/Colorbar-Extra-Durable-Chic-Lip-Color-006_9c4909d697fc762a59795516e51a9cc4_images.jpg
52899,Women,Apparel,Saree,Sarees,Blue,Fall,2012,Ethnic,FNF Blue Printed Sari,20451,Women,Apparel,Saree,Sarees,Blue,Fall,2012,Ethnic,FNF Blue Printed Sari,2963.49,http://assets.myntassets.com/v1/images/style/properties/Fashion-N-Fabrics-Blue-Sari_51133eb7e37f479d8527ffb507f25040_images.jpg
34085,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013,Casual,Clarks Men Manor Hall Leather Blue Shoes,20477,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013,Casual,Clarks Men Manor Hall Leather Blue Shoes,1200,http://assets.myntassets.com/v1/images/style/properties/63726de4bdd2175a505016c723aa3715_images.jpg
15550,Men,Accessories,Socks,Socks,White,Fall,2014,Sports,FILA Men Pack of 3 White Socks,20486,Men,Accessories,Socks,Socks,White,Fall,2014,Sports,FILA Men Pack of 3 White Socks,49.85,http://assets.myntassets.com/v1/images/style/properties/FILA-Men-Pack-of-3-White-Socksb4506922e6babc84b44fd5181e2401b5_images.jpg
59223,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Titan Women Silver Watch,20494,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Titan Women Silver Watch,338.95,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_a7bfea7f9d12c507c37ad2752cc8e386_images.jpg
48163,Women,Accessories,Wallets,Wallets,Blue,Winter,2016,Casual,Fossil Women Blue Wallet,20499,Women,Accessories,Wallets,Wallets,Blue,Winter,2016,Casual,Fossil Women Blue Wallet,435.25,http://assets.myntassets.com/v1/images/style/properties/e5e204cfe89502868041328239cfb953_images.jpg
54167,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012,Casual,Femella Red Necklace,20632,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012,Casual,Femella Red Necklace,2313.5,http://assets.myntassets.com/v1/images/style/properties/Femella-Red-Necklace_4633b4b4ceda0728b2df19e977cffb4c_images.jpg
56402,Women,Footwear,Shoes,Flats,Beige,Winter,2012,Casual,Rocia Women Beige & Gold Sandals,20665,Women,Footwear,Shoes,Flats,Beige,Winter,2012,Casual,Rocia Women Beige & Gold Sandals,1026.95,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Beige-Sandals_59a457f721afa3490d3253bb4b8e70ec_images.jpg
30274,Men,Accessories,Eyewear,Sunglasses,Grey,Summer,2017,Casual,Speedo Men Sheet Sunglasses,20696,Men,Accessories,Eyewear,Sunglasses,Grey,Summer,2017,Casual,Speedo Men Sheet Sunglasses,358.49,http://assets.myntassets.com/v1/images/style/properties/faad2265f51e56cf25891e1ed6b21764_images.jpg
3573,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,ADIDAS Women's Royal Lavender T-shirt,20699,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,ADIDAS Women's Royal Lavender T-shirt,334.49,http://assets.myntassets.com/v1/images/style/properties/d37f39a0e933885e66551e3f71a1701a_images.jpg
12316,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Genesis Men Check White Shirts,20715,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Genesis Men Check White Shirts,1540.25,http://assets.myntassets.com/v1/images/style/properties/b9d6b13d0ed134aa9346e4aa4d197682_images.jpg
29957,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016,Casual,Cat Men Metal Sunglasses,20716,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016,Casual,Cat Men Metal Sunglasses,1960,http://assets.myntassets.com/v1/images/style/properties/b323ad71ccd7c68650a97e6ae66ffc48_images.jpg
37263,Unisex,Accessories,Bags,Backpacks,Olive,Summer,2012,Casual,Vital Gear Unisex Olive Tacti Backpack,20730,Unisex,Accessories,Bags,Backpacks,Olive,Summer,2012,Casual,Vital Gear Unisex Olive Tacti Backpack,414,http://assets.myntassets.com/v1/images/style/properties/ba39c868b053978227bfa4685e384f31_images.jpg
52432,Women,Apparel,Loungewear and Nightwear,Nightdress,Navy Blue,Winter,2015,Casual,Red Rose Navy Blue & White Nightdress,20735,Women,Apparel,Loungewear and Nightwear,Nightdress,Navy Blue,Winter,2015,Casual,Red Rose Navy Blue & White Nightdress,945.85,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Navy-Blue---White-Nightdress_af67c7156acdd719f055f48583ecd1c8_images.jpg
58934,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Tommy Hilfiger Men Black Dial Watch TH1790770-D,20744,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Tommy Hilfiger Men Black Dial Watch TH1790770-D,358.25,http://assets.myntassets.com/v1/images/style/properties/Tommy-Hilfiger-Men-Black-Watch_a18e478a73da1dd134c76c4cdf8dfa49_images.jpg
27839,Men,Accessories,Belts,Belts,Navy Blue,Summer,2013,Casual,Bulchee Men Navy Blue Leather Belt,20768,Men,Accessories,Belts,Belts,Navy Blue,Summer,2013,Casual,Bulchee Men Navy Blue Leather Belt,1677.75,http://assets.myntassets.com/v1/images/style/properties/Bulchee-Men-Navy-Blue-Leather-Belt44d592b8c6482134dfc4874c566d9b1c_images.jpg
