,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price
16003,27171,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Mark Taylor Men Striped White Shirt,9.25
24878,7531,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's AS SS Trainin Black T-shirt,1669.99
21659,24275,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Quiksilver Men Basic White T-shirt,1169.95
41891,35100,Women,Accessories,Stoles,Stoles,Lavender,Spring,2013.0,Casual,Allen Solly Women Lavender Stole,1032.9
28681,11698,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Lee Men Check Blue Shirts,1498.9
20696,30274,Men,Accessories,Eyewear,Sunglasses,Grey,Summer,2017.0,Casual,Speedo Men Sheet Sunglasses,358.49
24780,29542,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Classic Polo Men Red T-shirt,325.99
2585,20462,Women,Accessories,Bags,Mobile Pouch,Purple,Winter,2015.0,Casual,Baggit Women Auxi Baby Purple Mobile Pouch,2675.49
22272,33423,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Bazaar Doko Brown Handbag,2644.5
20632,54167,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012.0,Casual,Femella Red Necklace,2313.5
1673,26902,Women,Apparel,Topwear,Tops,Lavender,Summer,2012.0,Casual,Jealous 21 Women Printed Lavender Top,1596.99
42568,41276,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Arrow Men Black Leather Wallet,1700.95
20231,13698,Unisex,Accessories,Bags,Backpacks,Navy Blue,Fall,2011.0,Casual,Puma Unisex White  Snova Sequence 4M Backpack,2853.75
41838,45421,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & Brown Sandals,1646.25
26847,9230,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White Striped Shirt,264.99
42116,24623,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Handbag,1800.99
33923,58046,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver & Black Earrings,2042.99
17647,56290,Women,Apparel,Innerwear,Briefs,Black,Winter,2015.0,Casual,Biara Women Black Briefs,531.49
20912,17630,Unisex,Accessories,Accessories,Messenger Bag,Black,Fall,2011.0,Casual,Puma Unisex Jamaica Lifestyle Black Messenger Bag,2558.85
6902,13959,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Jealous 21 Women Stripes Grey Tops,2409.25
32319,7841,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Puma Women's Vesta Runner NM Grey Violet Blue Shoe,2143.85
3460,16164,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Enroute Men Leather Brown Sandals,2051.75
39100,46431,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Timex Men Silver Dial Watch,2522.99
22370,46484,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Timex Men Sliver Dial Chronograph Watch,2101.99
16869,49249,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Arrow Men Pack of 3 Health Socks,744.99
26384,37881,Unisex,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Happy Socks Unisex Navy Blue Socks,2282.25
27715,36764,Men,Free Items,Free Gifts,Free Gifts,Green,Winter,2016.0,Casual,Maxima Men Green Dial Watch,2186.49
10676,22825,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Casual Shoes,782.9
35355,40646,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Span Women Green Kurta,2983.5
6222,17164,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Blue Shirt,130.99
10600,33366,Women,Accessories,Bags,Clutches,Brown,Summer,2012.0,Casual,Baggit Women Hero Brush Brown Clutch,2385.9
35452,58220,Women,Apparel,Bottomwear,Patiala,Multi,Summer,2012.0,Ethnic,Shree Women Multi Coloured Patiala,423.85
18876,51681,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Louis Philippe Men Aviator Sunglasses LP208-C2,2426.5
1616,35971,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Flying Machine Men Tee Black T-shirt,909.99
20380,30287,Men,Accessories,Eyewear,Sunglasses,Black,Summer,2017.0,Casual,Speedo Men Sheet Sunglasses,1876.75
24913,54929,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Do u speak Green Men Yellow T-shirt,2625.0
38419,52382,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Winter,2015.0,Casual,Red Rose White Nightdress,1654.0
7901,28514,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Black Shorts,1997.75
14938,38759,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Nike Unisex Backpack,377.75
1489,4122,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Puma Unisex Lo Punk Black Yellow Shoe,1449.99
38108,42126,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Nike Men Transform III White Sports Shoes,1365.49
292,55001,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,,Lakme Absolute Lip Last Day Kiss Lip Colour,1944.99
14572,51363,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar  Women Jeans,2640.9
25386,20004,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,United Colors of Benetton Men Printed Beige TShirt,2990.9
29213,55917,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017.0,Casual,Colorbar Sandew Nail Lacquer 60,280.99
32180,56938,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,HM Women Brown Heels,348.99
39511,27866,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Scullers For Her Striped Purple Shirt,92.85
351,58170,Women,Accessories,Bags,Clutches,Red,Fall,2012.0,Casual,Rocky S Women Red Clutch,1879.49
14488,7497,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2011.0,Sports,"Nike Women's EM Tempo 3.5"" Purple Short",1121.5
22688,26592,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Budoka Black Sports Shoes,1426.9
10286,19094,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Mother Earth Women Printed Blue Kurta,1903.25
39960,56659,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes,2393.49
27770,7162,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Scullers Men's Scul Purple T-shirt,282.9
18086,5045,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Men's Sniper Black Shoe,2520.95
39833,23635,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,DC Comics Men White Printed T-shirt,2336.49
39733,16370,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Peter England Men Solid Grey Trouser,1877.99
16898,13467,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White Tshirts,856.0
40466,47111,Boys,Footwear,Sandal,Sandals,Blue,Spring,2013.0,Casual,Marvel Boys Blue Spiderman Clogs,698.5
7743,9977,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,ADIDAS Unisex Bulls Black Red Cap,974.95
27330,3367,Women,Footwear,Shoes,Sports Shoes,White,Spring,2011.0,Sports,Asics Women Gel Strike 2 Running Pink White Shoe,1947.0
12160,31845,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Obahu Men Black Dial Watch,1625.85
32887,22888,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Sandals,2194.25
32052,39062,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Arrow Sport Men Red & White Striped T-shirt,1010.99
22417,10467,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Flying Machine Men Blue Polo Tshirts,1730.5
16946,42231,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Top,1589.75
5343,40312,Unisex,Footwear,Sandal,Sandals,White,Spring,2013.0,Casual,Warner Bros Kids White sandals,457.49
18861,43182,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,617.5
5548,15861,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,Warner Bros Kids Unisex SD Nightmare Flop Blue Slippers,1503.25
681,36792,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Attivo Watch,2785.5
37620,52982,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green Sari,2623.25
35522,17914,Men,Apparel,Topwear,Tshirts,Black,Spring,2013.0,Casual,Nike Mens Polo Black T-shirt,399.25
35587,33376,Women,Accessories,Wallets,Wallets,Red,Summer,2012.0,Casual,Baggit Women Border Moly Red Wallet,2493.95
34105,22266,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc. 5 Women Casual Black Heels,2724.75
27991,49516,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Police Men Sliver-Toned Dial Watch PL12897JS-04M,1287.9
42567,25733,Men,Accessories,Belts,Belts,Olive,Summer,2012.0,Casual,Wrangler Men Canvas Olive Belt,1159.5
32011,9570,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Solid Light Blue Shirt,705.49
34110,34303,Women,Accessories,Stoles,Stoles,Lavender,Summer,2012.0,Ethnic,Fabindia Women Mauve Stole,1291.5
30703,2131,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt,351.95
44392,4560,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Dunk Low White Shoe,1684.5
28567,56194,Women,Personal Care,Makeup,Highlighter and Blush,Pink,Spring,2017.0,Casual,Colorbar Blush New Peachy Rose Blusher 004,907.49
34896,56340,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch 9912PP04,1436.95
10575,34371,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Black JJ & Sons T-shirt,2785.25
25512,30050,Men,Accessories,Watches,Watches,Copper,Winter,2016.0,Casual,SKAGEN DENMARK Men Silver-Toned Dial Watch 668XLRLZD,495.85
41518,54968,Men,Free Items,Free Gifts,Free Gifts,Black,Spring,2017.0,Casual,Rasasi Men Skill Power Deo,411.5
22893,20830,Unisex,Accessories,Bags,Handbags,Navy Blue,Summer,2011.0,Sports,Nike Unisex Solid Navy Blue Bag,2302.25
31188,19632,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Solid Grey Tshirt,801.49
7950,59745,Women,Apparel,Loungewear and Nightwear,Nightdress,Cream,Summer,2014.0,Casual,Avirate Cream Babydoll Nightdress,91.5
2004,58112,Women,Accessories,Jewellery,Earrings,Brown,Fall,2012.0,Casual,Rreverie Dark Brown & Turquoise Earrings,2787.85
32331,3885,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Wrangler Men's 1947 Light Weight Yellow T-shirt,2326.85
30242,19232,Men,Accessories,Ties,Ties,Black,Summer,2011.0,Formal,United Colors of Benetton Men Woven Black Tie,83.75
28776,49143,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017.0,Casual,Deborah Hazel Euphoric Shine 13 Lip Gloss,876.5
30680,41773,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Remanika Women Printed White Top,1909.9
21046,3385,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Brown Self Design Shoulder Bag,985.95
40509,54734,Men,Footwear,Shoes,Casual Shoes,Burgundy,Spring,2012.0,Casual,Vans Men Burgundy Shoes,1012.9
14921,6741,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Air Pegasus Black White Shoe,1479.9
40083,24073,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Catwalk Women Black Shoes,1243.5
25238,38661,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Nike Men Black T90 Exacto IV FG Sports Shoes,2202.95
625,7194,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women's BFF Printed White Top,1579.49
34879,28991,Women,Apparel,Apparel Set,Kurta Sets,Off White,Summer,2012.0,Ethnic,Biba Outlet Women Off-White Printed A-Line Churidar Kurta with Dupatta,1367.5
34826,14902,Women,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Wallets,2057.99
3916,59606,Women,Apparel,Saree,Sarees,Pink,Fall,2012.0,Ethnic,FNF Pink Collection for Wedding Wear Sari,2741.99
31032,46797,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Grey Air Pegasus Sports Shoes,495.85
5843,41346,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2016.0,Casual,Wrangler Men Navy Blue Texas Jeans,787.9
16115,45161,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Chronograph Watch A515 ,108.95
20427,56061,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,Casual,Colorbar Extra Durable Chic Lip Color 006,1405.99
4704,7909,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Proline Men Navy & Cream Striped Polo T-shirt,1830.49
18906,34818,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,ADIDAS Men Snova Seq 4M Wide Grey Sports Shoes,1483.5
14493,34390,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Red Natural Diet T-shirt,1546.85
20451,52899,Women,Apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,FNF Blue Printed Sari,2963.49
15686,54687,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012.0,Casual,Shree Women Blue and Red Printed Kurta,1712.85
18441,54103,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats,2909.49
22843,43798,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012.0,Ethnic,Royal Diadem Black Earrings,2300.9
15637,11041,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Purple Check Shirt,2783.5
44256,46452,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Dial Watch J201,2947.49
35744,3200,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Men's Cool Green T-shirt,1776.85
21189,15990,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Turtle Solid Men Black Shirt,1488.95
44236,59015,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Skechers Men Grey Sports Shoes,2133.5
14765,55157,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017.0,Casual,Lakme True Wear Classics Ruby Red Nail Polish 405,687.25
15102,24133,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Navy Blue T-shirt,2529.5
15294,47607,Women,Footwear,Shoes,Flats,Purple,Winter,2014.0,Casual,Portia Women Purple & Black Sandals,2347.5
1175,14438,Women,Footwear,Shoes,Heels,Yellow,Summer,2012.0,Casual,Enroute Women Casual Yellow Heels,1184.99
5071,3568,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Women Black Training T-shirt,1418.85
43980,4755,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Sports,ADIDAS Men's Fearless White T-shirt,2607.5
42216,50756,Men,Footwear,Sandal,Sandals,Brown,Winter,2018.0,Casual,Red Chief Men Brown Sandals,1816.9
40562,25101,Women,Accessories,Belts,Belts,Brown,Winter,2015.0,Casual,Lino Perros Women Double Strap Brown Belt,2817.0
15601,20954,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,2011.0,Casual,ADIDAS Men Numbers Grey Flip Flops,788.25
5665,49326,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,DKNY Women Black Dial Watch NY4620,2038.25
21476,44997,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Maxima Men Scuba Digital Watch,952.75
23046,34637,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men Vienna III White Sports Shoes,890.95
892,27622,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Scullers Men Grey Trousers,1936.9
18579,56492,Women,Personal Care,Nails,Nail Polish,Metallic,Spring,2017.0,,Streetwear Quick Dry Glassy Gloss Nail Polish 14,52.95
6401,57212,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Jeggings,2549.25
41512,45214,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO Enticer Women Black Dial Watch A669,329.25
19039,15962,Men,Apparel,Topwear,Jackets,Khaki,Fall,2011.0,Casual,Turtle Solid Men Khaki Jacket,2472.0
3863,36935,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Ralph Lauren Men Perfume,2097.0
11327,33343,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Homme Men Brown Formal Oxford Shoes,1995.25
430,48772,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant,2235.95
20185,51881,Women,Accessories,Wallets,Wallets,Grey,Summer,2016.0,Casual,Nyk Women Grey Wallet,2070.9
24584,50546,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Chromozome Men Pack of Two Grey Briefs,1834.5
16297,16897,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Police Women Casual Brown Sunglasses,929.95
27409,51033,Women,Apparel,Loungewear and Nightwear,Nightdress,Brown,Summer,2017.0,Casual,Enamor Women Brown Nightdress,590.85
23363,11745,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Lee Men Red Polo Tshirts,367.25
28904,14326,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,ADIDAS Women Printed Black Tops,1989.99
26692,2042,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Mens Graphic White Tee,1333.9
20730,37263,Unisex,Accessories,Bags,Backpacks,Olive,Summer,2012.0,Casual,Vital Gear Unisex Olive Tacti Backpack,414.0
11583,56171,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,2017.0,Casual,Colorbar Blue Color Intense Eye Liner,45.75
29724,4604,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Wildcraft Pink & Grey Printed Tote Bag,2311.5
39073,12385,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Reid & Taylor Men Solid Pink Shirts,2868.75
30646,26675,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Puma Women Stawberry Black Flip Flops,56.25
19099,5877,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Converse Unisex Skull Print Ox Red Shoe,1795.95
23547,15578,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Check White Shirts,780.9
4569,18854,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Athletic White Polo Tshirt,2453.25
1377,36333,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Playboy Men White & Red Socks,714.95
233,53766,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White and Navy Blue T-shirt,2677.0
39883,41870,Men,Footwear,Sandal,Sandals,Black,Summer,2015.0,Casual,Estd. 1977 Men Black Sandals,131.9
15265,36402,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Reid & Taylor Men Grey Socks,2810.75
29917,18777,Men,Accessories,Ties,Ties,Navy Blue,Summer,2011.0,Formal,Peter England Men Elite Navy Blue Tie,1768.49
10166,22222,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Little Miss Women Magic White T-shirt,271.75
20819,52056,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Purple T-shirt,2165.5
29544,26872,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Jealous 21 Women White Top,2883.49
34729,19211,Men,Accessories,Belts,Belts,Brown,Summer,2011.0,Casual,United Colors of Benetton Men Solid Brown Belt,2878.25
6188,18548,Women,Footwear,Shoes,Casual Shoes,Beige,Winter,2015.0,Casual,Catwalk Women  Beige Casual Shoes,1491.0
40637,44760,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Globalite Men White Casual Shoes,1071.9
10237,13101,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,ADIDAS Men F50 Cl Tee Black T-Shirts,1001.9
22775,29982,Women,Free Items,Free Gifts,Free Gifts,White,Winter,2016.0,Casual,Aspen Women White Dial Watch,1611.95
29596,55910,Women,Personal Care,Nails,Nail Polish,Rust,Spring,2017.0,Casual,Colorbar Starhit Pink Nail Lacquer 72,558.95
34444,21622,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Enamor Women Pink Bra,1694.95
25501,23447,Women,Apparel,Topwear,Tops,Lavender,Summer,2011.0,Ethnic,Satya Paul Women Lavender Printed Top,233.25
41395,40759,Women,Footwear,Flip Flops,Flip Flops,White,Winter,2012.0,Casual,Roxy Women White Flip Flops,1804.75
44102,5819,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Puma Men's Sports White T-shirt,1828.5
5286,30091,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Ed Hardy Women Black Watch,382.0
29577,37558,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Madagascar3 Girls Pink Shorts,2401.25
926,43155,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch,195.99
3633,10635,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Carlton London Men Semi oxfords Black Casual Shoes,140.99
36353,13940,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Check Grey Shirt,429.99
949,15714,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Free Run+ 2 Black Sports Shoes,1567.99
11832,3835,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Crocs Men Santa Cruz Clog Black Sandal,2524.49
42458,40506,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Watch,2402.49
17802,42836,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,French Connection Women Black Croc Clutch,2578.25
43419,6201,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men Black Shoes,1881.25
36137,34305,Women,Accessories,Stoles,Stoles,Cream,Summer,2012.0,Ethnic,Fabindia Women Buta Cream Silk Stole,453.0
1053,29546,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Classic Polo Men Black T-shirt,1244.0
36029,11445,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,United Colors of Benetton Women  Winter White Printed Top,2365.99
35940,1762,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Lotto Women Cathy Blue T-shirt,1172.25
24797,34652,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Sports,Fila Men Salva Black Shoes,2236.75
5923,46967,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Bulchee Women Black Handbag,724.5
43797,56268,Men,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Blue & Black Pyjama Set,643.0
5223,32190,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2012.0,Sports,ADIDAS Women Duramo Pink Sports Shoes,2170.0
6988,51370,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Spykar Men Black T-shirt,1445.9
31708,23567,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017.0,Casual,Boss Men HB Collectors Perfume,1829.49
32304,25608,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Casual Watch,111.25
15501,18564,Women,Footwear,Shoes,Flats,Teal,Winter,2015.0,Casual,Catwalk Women Casual Teal Sandal,1520.95
6585,53474,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Amante White Medium-Coverage Plunge Bra BCSB01,935.75
19425,7985,Unisex,Footwear,Sandal,Sandals,Green,Fall,2011.0,Casual,Fila Unisex Glory Olive Lemon Yellow Floater,487.75
30731,9981,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,Nike Men As Sideline J Blue Jackets,1559.99
2969,54580,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Sushilas Women Printed Red Kurta,1822.75
15738,27381,Women,Personal Care,Fragrance,Deodorant,White,Spring,2017.0,Casual,Jovan Women White Musk Deo,133.9
12421,57092,Women,Apparel,Bottomwear,Skirts,Off White,Summer,2012.0,Casual,Elle Women Off White Skirt,620.25
39760,1616,Men,Apparel,Topwear,Tshirts,White,Summer,2010.0,Sports,Reebok Men's Shoot White T-Shirt,1220.9
36482,21624,Women,Apparel,Innerwear,Bra,Black,Summer,2014.0,Casual,Enamor Women Smooth Black Bra,677.0
28772,48091,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,French Connection Women Blue Shirt,357.95
41385,42832,Women,Accessories,Bags,Handbags,Taupe,Summer,2012.0,Casual,French Connection Women Taupe & Brown Handbag,362.0
41123,10678,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Doodle Girl Super stylish White Tops,161.99
38612,43658,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,ONLY Women Black Dress,2938.99
26098,15326,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Nike Men Printed Grey Tshirts,1719.9
40195,10279,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Clarks Men Nature Easy Leather Black Casual Shoes,1780.5
33420,7297,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Jimi Hendrix Men's Jimi Experience Brown Melange T-shirt,1401.9
15031,54881,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012.0,Casual,Ivory Tag Women Sparkling Coral Red Necklace,1872.5
5260,51294,Boys,Accessories,Eyewear,Sunglasses,Black,Fall,2012.0,Casual,Hop Scotch Boys Black Sunglasses,255.5
41980,35903,Women,Accessories,Bags,Handbags,Pink,Winter,2012.0,Casual,Peperone Women Pink Handbag Handbags,775.75
34789,38300,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Reid & Taylor Men Brown Wallet,2060.5
18592,2869,Men,Footwear,Shoes,Casual Shoes,White,Fall,2009.0,Casual,iD Men's Denim White Graphic Shoe,2909.85
18247,5283,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Classic Polo Men's White Blue Logo T-shirt,2204.49
