id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price
14438,Women,Footwear,Shoes,Heels,Yellow,Summer,2012,Casual,Enroute Women Casual Yellow Heels,1184.99
3568,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Women Black Training T-shirt,1418.85
4755,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Sports,ADIDAS Men's Fearless White T-shirt,2607.5
50756,Men,Footwear,Sandal,Sandals,Brown,Winter,2018,Casual,Red Chief Men Brown Sandals,1816.9
25101,Women,Accessories,Belts,Belts,Brown,Winter,2015,Casual,Lino Perros Women Double Strap Brown Belt,2817
20954,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,2011,Casual,ADIDAS Men Numbers Grey Flip Flops,788.25
49326,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,DKNY Women Black Dial Watch NY4620,2038.25
44997,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Maxima Men Scuba Digital Watch,952.75
34637,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Lotto Men Vienna III White Sports Shoes,890.95
27622,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Casual,Scullers Men Grey Trousers,1936.9
56492,Women,Personal Care,Nails,Nail Polish,Metallic,Spring,2017,,Streetwear Quick Dry Glassy Gloss Nail Polish 14,52.95
57212,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,2012,Casual,Kraus Jeans Women Blue Jeggings,2549.25
45214,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO Enticer Women Black Dial Watch A669,329.25
15962,Men,Apparel,Topwear,Jackets,Khaki,Fall,2011,Casual,Turtle Solid Men Khaki Jacket,2472
36935,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Ralph Lauren Men Perfume,2097
33343,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012,Formal,Homme Men Brown Formal Oxford Shoes,1995.25
48772,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lucera Women Silver Pendant,2235.95
51881,Women,Accessories,Wallets,Wallets,Grey,Summer,2016,Casual,Nyk Women Grey Wallet,2070.9
50546,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016,Casual,Chromozome Men Pack of Two Grey Briefs,1834.5
16897,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Police Women Casual Brown Sunglasses,929.95
51033,Women,Apparel,Loungewear and Nightwear,Nightdress,Brown,Summer,2017,Casual,Enamor Women Brown Nightdress,590.85
11745,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Lee Men Red Polo Tshirts,367.25
14326,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,ADIDAS Women Printed Black Tops,1989.99
2042,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Mens Graphic White Tee,1333.9
37263,Unisex,Accessories,Bags,Backpacks,Olive,Summer,2012,Casual,Vital Gear Unisex Olive Tacti Backpack,414
56171,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,2017,Casual,Colorbar Blue Color Intense Eye Liner,45.75
4604,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,Wildcraft Pink & Grey Printed Tote Bag,2311.5
12385,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Casual,Reid & Taylor Men Solid Pink Shirts,2868.75
26675,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Puma Women Stawberry Black Flip Flops,56.25
5877,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2011,Casual,Converse Unisex Skull Print Ox Red Shoe,1795.95
15578,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Check White Shirts,780.9
18854,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Puma Men Athletic White Polo Tshirt,2453.25
36333,Men,Accessories,Socks,Socks,White,Summer,2016,Casual,Playboy Men White & Red Socks,714.95
53766,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Puma Men White and Navy Blue T-shirt,2677
41870,Men,Footwear,Sandal,Sandals,Black,Summer,2015,Casual,Estd. 1977 Men Black Sandals,131.9
36402,Men,Accessories,Socks,Socks,Grey,Summer,2016,Casual,Reid & Taylor Men Grey Socks,2810.75
18777,Men,Accessories,Ties,Ties,Navy Blue,Summer,2011,Formal,Peter England Men Elite Navy Blue Tie,1768.49
22222,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Little Miss Women Magic White T-shirt,271.75
52056,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Myntra Men Purple T-shirt,2165.5
26872,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Jealous 21 Women White Top,2883.49
19211,Men,Accessories,Belts,Belts,Brown,Summer,2011,Casual,United Colors of Benetton Men Solid Brown Belt,2878.25
18548,Women,Footwear,Shoes,Casual Shoes,Beige,Winter,2015,Casual,Catwalk Women  Beige Casual Shoes,1491
44760,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Globalite Men White Casual Shoes,1071.9
13101,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,ADIDAS Men F50 Cl Tee Black T-Shirts,1001.9
29982,Women,Free Items,Free Gifts,Free Gifts,White,Winter,2016,Casual,Aspen Women White Dial Watch,1611.95
55910,Women,Personal Care,Nails,Nail Polish,Rust,Spring,2017,Casual,Colorbar Starhit Pink Nail Lacquer 72,558.95
21622,Women,Apparel,Innerwear,Bra,Pink,Summer,2014,Casual,Enamor Women Pink Bra,1694.95
23447,Women,Apparel,Topwear,Tops,Lavender,Summer,2011,Ethnic,Satya Paul Women Lavender Printed Top,233.25
40759,Women,Footwear,Flip Flops,Flip Flops,White,Winter,2012,Casual,Roxy Women White Flip Flops,1804.75
5819,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,Puma Men's Sports White T-shirt,1828.5
30091,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Ed Hardy Women Black Watch,382
37558,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Madagascar3 Girls Pink Shorts,2401.25
43155,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Black Dial Watch,195.99
10635,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Carlton London Men Semi oxfords Black Casual Shoes,140.99
13940,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,United Colors of Benetton Men Check Grey Shirt,429.99
15714,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Nike Men Free Run+ 2 Black Sports Shoes,1567.99
3835,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Crocs Men Santa Cruz Clog Black Sandal,2524.49
40506,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Men White Dial Watch,2402.49
42836,Women,Accessories,Bags,Clutches,Black,Summer,2012,Casual,French Connection Women Black Croc Clutch,2578.25
6201,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015,Casual,Skechers Men Black Shoes,1881.25
34305,Women,Accessories,Stoles,Stoles,Cream,Summer,2012,Ethnic,Fabindia Women Buta Cream Silk Stole,453
29546,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Classic Polo Men Black T-shirt,1244
11445,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,United Colors of Benetton Women  Winter White Printed Top,2365.99
1762,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports,Lotto Women Cathy Blue T-shirt,1172.25
34652,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Sports,Fila Men Salva Black Shoes,2236.75
46967,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Bulchee Women Black Handbag,724.5
56268,Men,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2016,Casual,SDL by Sweet Dreams Men Blue & Black Pyjama Set,643
32190,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2012,Sports,ADIDAS Women Duramo Pink Sports Shoes,2170
51370,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Spykar Men Black T-shirt,1445.9
23567,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017,Casual,Boss Men HB Collectors Perfume,1829.49
25608,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Casual Watch,111.25
18564,Women,Footwear,Shoes,Flats,Teal,Winter,2015,Casual,Catwalk Women Casual Teal Sandal,1520.95
53474,Women,Apparel,Innerwear,Bra,White,Summer,2017,Casual,Amante White Medium-Coverage Plunge Bra BCSB01,935.75
7985,Unisex,Footwear,Sandal,Sandals,Green,Fall,2011,Casual,Fila Unisex Glory Olive Lemon Yellow Floater,487.75
9981,Men,Apparel,Topwear,Jackets,Blue,Fall,2011,Sports,Nike Men As Sideline J Blue Jackets,1559.99
54580,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Sushilas Women Printed Red Kurta,1822.75
27381,Women,Personal Care,Fragrance,Deodorant,White,Spring,2017,Casual,Jovan Women White Musk Deo,133.9
57092,Women,Apparel,Bottomwear,Skirts,Off White,Summer,2012,Casual,Elle Women Off White Skirt,620.25
1616,Men,Apparel,Topwear,Tshirts,White,Summer,2010,Sports,Reebok Men's Shoot White T-Shirt,1220.9
21624,Women,Apparel,Innerwear,Bra,Black,Summer,2014,Casual,Enamor Women Smooth Black Bra,677
48091,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,French Connection Women Blue Shirt,357.95
42832,Women,Accessories,Bags,Handbags,Taupe,Summer,2012,Casual,French Connection Women Taupe & Brown Handbag,362
10678,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Doodle Girl Super stylish White Tops,161.99
43658,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,ONLY Women Black Dress,2938.99
15326,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Sports,Nike Men Printed Grey Tshirts,1719.9
10279,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Clarks Men Nature Easy Leather Black Casual Shoes,1780.5
7297,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Jimi Hendrix Men's Jimi Experience Brown Melange T-shirt,1401.9
54881,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012,Casual,Ivory Tag Women Sparkling Coral Red Necklace,1872.5
51294,Boys,Accessories,Eyewear,Sunglasses,Black,Fall,2012,Casual,Hop Scotch Boys Black Sunglasses,255.5
35903,Women,Accessories,Bags,Handbags,Pink,Winter,2012,Casual,Peperone Women Pink Handbag Handbags,775.75
38300,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Reid & Taylor Men Brown Wallet,2060.5
2869,Men,Footwear,Shoes,Casual Shoes,White,Fall,2009,Casual,iD Men's Denim White Graphic Shoe,2909.85
5283,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White Blue Logo T-shirt,2204.49
3320,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,KKR Mens Take Down Jersey,1804.75
11391,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,United Colors of Benetton Men Black Polo T-shirt,1865.99
51635,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fossil Women White Dial Chronograph Watch CH2824,1932.9
50025,Women,Apparel,Bottomwear,Leggings,Nude,Winter,2015,Casual,Hanes Women Nude ComfortSoft Waistband Cotton Stretch Full Leggings,596.85
11612,Women,Apparel,Topwear,Kurtas,Brown,Summer,2011,Ethnic,W Women Solid Brown Kurtas,905.25
47361,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Baggit Women Black Voodoo Gang Handbag,1792.25
48751,Women,Accessories,Jewellery,Bangle,Silver,Summer,2013,Casual,Lucera Women Silver Bangle,2049.9
23197,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Highlander Men Blue Check Shirt,565.75
9041,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2011,Formal,Buckaroo Men Moles Black Formal Shoes,1599.99
54156,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012,Casual,Femella Golden Necklace,2352.85
28222,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017,Casual,YARDLEY Men Gold Deo,389.25
5956,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Highlander Men Blue Check Shirt,2444.5
5835,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,ADIDAS Women's Birds White T-shirt,1843.5
8417,Girls,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Doodle Girl's Saturday 24Am Yellow Teen Kidswear,1407.75
17507,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Classic Polo Men Stripes Black Polo T-Shirt,2325
47109,Boys,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Marvel Boys White Shoes,1833
13406,Men,Apparel,Topwear,Shirts,Grey,Summer,2011,Casual,United Colors of Benetton Men Stripes Grey Shirts,174.9
56318,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women White Dial Watch,132.95
42409,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Basics Men White Trunk Brief,943.85
8377,Men,Accessories,Bags,Backpacks,Navy Blue,Winter,2016,Casual,Fastrack Men Navy Blue Backpack,2145.95
24556,Women,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Nike Women Orange T-shirt,1050.99
11089,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Blue Check Shirt,445.25
4639,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Women Adi Weld Low White Green Shoe,1150.49
23583,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual,Nike Fragrances Women Trendy Deo,604.9
19869,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011,Casual,ADIDAS Men Wires Green Flip Flops,1528.95
21817,Men,Accessories,Wallets,Wallets,Brown,Winter,2016,Casual,Fossil Men Midway Brown Wallet,2771.85
29215,Women,Accessories,Socks,Socks,White,Summer,2013,Sports,Fila Women White Socks,1734
15379,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Fila Men Lobato Black Casual Shoes,2665.95
57004,Women,Footwear,Shoes,Flats,White,Winter,2012,Casual,HM Women White Sandals,2262.85
18374,Men,Apparel,Innerwear,Trunk,White,Summer,2016,Casual,Undercolors of Benetton Men Pack of 2 White Boxer Trunks,749.95
3669,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Fila Men's Racing Black Gold Shoe,525.9
8612,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Scullers Men Navy Blue Polo T-Shirts,1515.75
54905,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012,Casual,Do u speak green Men Brown T-shirt,2640.85
17058,Women,Accessories,Belts,Belts,Black,Winter,2015,Casual,Lino Perros Women Graphic Black Belt,1828.5
2493,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual,Puma Men's White Polo T-shirt,1317.95
41016,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Lee Men Brown Leather Belt,896.85
15497,Women,Footwear,Shoes,Heels,Black,Winter,2012,Formal,Carlton London Women Casual Black Heels,2423.95
56233,Men,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,2016,Casual,SDL by Sweet Dreams Men Grey & Black Pyjama Set,1197
54728,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Vans Men Black Shoes,2346.49
13926,Women,Accessories,Watches,Watches,Navy Blue,Winter,2016,Casual,Fastrack Women Narrow Dial Navy Blue Watches,2452.25
16733,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,Lotto Men Earth Black Slipper,2878.95
23682,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Red Tape Men Black Casual Shoes,1373.49
25152,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Lino Perros Women Leatherette Black Handbag,1922.49
27078,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Heels,933.25
53076,Women,Accessories,Bags,Clutches,Black,Summer,2012,Casual,Rocia Women Black Purse,2530.99
35786,Women,Footwear,Shoes,Flats,Blue,Summer,2010,Casual,Enroute Women Bluish Grey Shoes,63.25
27839,Men,Accessories,Belts,Belts,Navy Blue,Summer,2013,Casual,Bulchee Men Navy Blue Leather Belt,1677.75
12838,Unisex,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Ant Unisex Bebo White Tshirts,1161.99
20373,Women,Apparel,Bottomwear,Track Pants,Pink,Fall,2011,Casual,Urban Yoga Women Solid Pink Track Pants,2828.5
9223,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Axis White Shoes,2079.25
38041,Men,Accessories,Watches,Watches,Navy Blue,Winter,2016,Casual,Q&Q Men Navy Dial Watch DD02J004Y,844
56379,Women,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual,DKNY Women Sweet Delicious 50 ml Perfume,2108.85
6914,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Timberland Men City Black Floater,2644.9
19279,Women,Accessories,Watches,Watches,Gold,Winter,2016,Casual,Guess Women Autograph Gold Watch,2610
14098,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Flying Machine Men Printed Blue Tshirts,2891.5
17011,Women,Footwear,Shoes,Flats,Silver,Winter,2012,Casual,Rocia Women Brown Heels,2537.95
19578,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,United Colors of Benetton Women Solid Purple Top,949.49
52486,Women,Apparel,Innerwear,Camisoles,Maroon,Winter,2015,Casual,Red Rose Maroon Camisole,2976.85
17111,Women,Accessories,Bags,Clutches,Black,Winter,2015,Casual,Lino Perros Women Crystal Black Clutch,2697.95
24054,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Locomotive Men Printed Blue T-shirt,2262.5
38421,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Baggit Women Black Capture Belt,530.25
56078,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017,Casual,Colorbar Star Shine Bewitch Lip Gloss 018,2719.5
47945,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Murcia Women Red Handbag,1445.75
44114,Men,Personal Care,Fragrance,Fragrance Gift Set,Black,Spring,2017,Casual,BOSS Men Fragrance Gift Set,2645.95
18360,Men,Accessories,Socks,Socks,Black,Fall,2010,Casual,Fila  Men Crew Black Socks,2958.25
10853,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Wrangler Men Blue Polo Tshirts,631.5
20937,Unisex,Accessories,Bags,Backpacks,Black,Winter,2016,Casual,Fastrack Unisex Black Backpack,2232.99
54969,Men,Free Items,Free Gifts,Free Gifts,Black,Spring,2017,Casual,Rasasi Men Dynamic Energy Deo,289.9
42537,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Mother Earth Women Black Kurta,557.95
27221,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Doodle Kids Girl Striped Pink Top,931.75
39647,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Lotto Men White Casual Shoe,858.25
50950,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011,Casual,Lee Womens Blue Jeans,749.49
10816,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Wrangler Men Country Eagle Red Shirt,910.49
16398,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Levis Men Green & White Striped Shirt,750.5
31024,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Arrow New York Men Green Striped Slim Fit Shirt,1704.49
38024,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Attractive Women Black Dial Watch,531.75
50607,Men,Apparel,Innerwear,Briefs,Charcoal,Winter,2016,Casual,Chromozome Men Charcoal Brief,1899.99
59693,Women,Apparel,Innerwear,Bra,Pink,Summer,2017,Casual,Avirate Women Pink Bra,2885.99
30473,Women,Apparel,Innerwear,Bra,Beige,Summer,2014,Casual,Lovable Women All Day Long Beige Bra,465.99
6135,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Women Beat Black T-shirt,2373.85
50941,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016,Casual,Parx Men Red Vest,374.5
38905,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Allen Solly Kids Girls Poplin Pink Shorts,2724.75
20593,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,Baggit Women Humtum Taj Brown Wallet,2933.5
54187,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016,Casual,Jockey MC Men Grey Pack of 2 Briefs 8003,993.25
15971,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Turtle Check Men Green Shirt,2169.25
55218,Women,Personal Care,Lips,Lip Liner,Black,Spring,2017,Casual,Lakme Absolute Forever Silk Expresso Lip Liner 06,1032.99
13169,Women,Footwear,Shoes,Flats,Black,Winter,2015,Casual,Skechers Women Double Agent Black Sandals,2059.75
17483,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011,Casual,Enroute Men Casual Navy Blue Casual Shoe,1104.9
20771,Women,Footwear,Shoes,Flats,Silver,Fall,2011,Casual,Carlton London Women Funky Silver Sandals,450.9
4536,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Dunk High White Shoe,2480.25
55291,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017,Casual,Lakme Absolute Candyshine Plump & Shine Pink Lip Gloss 3 ml,2640.25
18881,Women,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Arrow Woman Lana White Shirt,1887.99
15014,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Sports,ADIDAS Men Solid Black Jackets,2766
9582,Unisex,Accessories,Bags,Backpacks,Purple,Fall,2011,Casual,Puma Unisex Flow Purple Backpacks,328
3531,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Myntra Men's Creative Designs Navy Blue T-shirt,654.49
44529,Men,Footwear,Sandal,Sandals,Black,Winter,2010,Casual,Coolers Men Black Sandals,1188.85
26164,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal,John Miller Men Striped Grey Trousers,1069.5
51891,Women,Accessories,Wallets,Wallets,Brown,Summer,2016,Casual,Nyk Women Brown Wallet,2290.95
39258,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Chief Men Black Formal Shoes,2911.49
4630,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,ADIDAS Men's Chewang Slides Black Blue Flip Flops,2344
4278,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Rockport Men Joquelp Black Sandal,2581.75
32852,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,Grendha Women Ciaudia White Flats,168
43536,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,French Connection Women Peach Top,1438.49
34442,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Myntra Women Rider Yellow T-shirt,2717.75
18320,Men,Apparel,Topwear,Shirts,Green,Summer,2011,Casual,Wills Lifestyle Men Check Green Shirt,2971.49
34149,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012,Casual,Gini and Jony Girls Washed Blue Skirt,616.75
28808,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Denizen Men Striped Black Shirt,1886.9
17514,Women,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,Jealous 21 Women Solid Black Sweater,726.49
14495,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011,Casual,Flying Machine Men Casual Navy Blue Casual Shoes,662.95
49019,Women,Accessories,Jewellery,Ring,Silver,Fall,2012,Casual,Lucera Women Set of Two Silver Ring,2003.9
50560,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Chromozome Men Pack of Two Briefs,1694.9
57173,Women,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Elle Women Red Top,56.85
24420,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,ADIDAS Men Snova Sequence 4 Blue Sports Shoes,505.99
37685,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,American Tourister Unisex Black Backpack,2705.95
44591,Men,Accessories,Belts,Belts,Black,Summer,2012,Formal,Van Heusen Men Black and Brown Reversible Belt,2740.85
15644,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,2014,Sports,Nike Men As Df Crckt Navy Blue Shorts,2425.99
20063,Women,Accessories,Mufflers,Mufflers,Black,Fall,2011,Casual,United Colors Of Benetton Women Black Muffler,2886.9
59723,Women,Apparel,Innerwear,Bra,Blue,Summer,2014,Casual,Avirate Blue Bra,632.85
12483,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal,Clarks Men Leather Brown Formal Shoes,1383.95
46502,Men,Accessories,Watches,Watches,Green,Winter,2016,Casual,Timex Men Green Dial Watch,232.49
8720,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Indigo Nation Men Stripes Green Shirts,2460.95
36325,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Mr.Men Boys Mr. Happy White T-shirt,2250.85
30779,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,Fabindia Men Rust Khadi Kurta,812.85
33154,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Classic Polo Men Printed Blue T-shirt,820.9
9799,Women,Apparel,Topwear,Tops,Magenta,Fall,2011,Casual,Scullers For Her Women Scullers Top Magenta Tops,622.95
45131,Men,Accessories,Watches,Watches,Blue,Winter,2016,Casual,CASIO ENTICER Men Blue Dial Watch A356,545.99
5242,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Reebok Men's Zigdhoni White Shoe,1140.49
56979,Women,Footwear,Shoes,Flats,Blue,Winter,2012,Casual,HM Women Blue Sandals,1165.49
35324,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,2875.95
18403,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Skechers Men Tone-Ups Black Shoe,1009.5
22042,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Vishudh Women Printed Blue Kurta,1755.5
11629,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Stripe White Kurtas,72.99
8064,Men,Accessories,Wallets,Wallets,Black,Winter,2016,Casual,Fastrack Men Black Wallet,270.9
45375,Women,Footwear,Shoes,Heels,Grey,Summer,2016,Casual,Cobblerz Women Grey Sandals,527.49
18287,Women,Apparel,Topwear,Kurtas,Multi,Fall,2011,Ethnic,Aneri Women Avani Multi Kurta,2043.5
40612,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Span Women Green Kurta,1165.5
46050,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual,Estelle Gold Earrings,2204.49
24176,Women,Apparel,Topwear,Kurtis,Green,Fall,2011,Ethnic,Aurelia Women Green Kurti,1017.5
7169,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Scul Navy Blue Shirt,1324.25
48195,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,United Colors of Benetton Men Black Sunglasses,1956.9
17499,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Classic Polo Men Stripes Blue Polo T-Shirt,1798.9
